publish_date,headline,description
3/4/20,MLB Could Build a Consistent Baseball. Here’s Why It Hasn’t.,A man-made baseball looks a certain way and feels a certain way and smells a certain way. A baseball created by a machine wouldn’t possess those characteristics. 
3/4/20,Can Men Under 60 Wear Berets?,"Inspired by runway trends and his well-hatted elders, a twentysomething editor tests the pancake-shaped cap beloved by mimes and pretentious Francophiles "
3/4/20,Marketing Software Firm Zeta Global Eyes IPO—Once Again,"Former Apple executive John Sculley’s startup says the company is profitable, booking more than $400 million in revenue last year "
3/4/20,"Coronavirus Spreads in California, New York as U.S. Death Toll Rises to 11","Fatalities grew with California announcing its first death, which it linked to a cruise ship that sailed to Mexico"
3/4/20,"Biden, Sanders Look to Next Contests as Bloomberg Exits",Warren assesses campaign after poor performance in 14 states
3/4/20,"One Doctor’s Life on the Coronavirus Front Lines. ‘If We Fail, What Happens to You All?’","Short on supplies and sleep, medical staff are being stretched to the limit to stop a pandemic no one fully understands"
3/4/20,"U.S. Stocks Jump on Virus Spending, Biden Wins",Health-care shares led by Anthem and UnitedHealth rise; bond yields hover near record lows
3/4/20,"Kellogg Dean Says M.B.A.’s Future Is Uncertain, and That’s All Right",
3/4/20,ViacomCBS Explores Sale of Simon & Schuster Publishing House,Company expected to seek more than $1.2 billion for publisher 
3/4/20,GM Aims to Convince Wall Street Skeptics Its Future Is Electric,Detroit auto giant details electric-vehicle strategy involving billions in investment and new models with up to 400 miles of electric range
3/4/20,The U.S. Response to Coronavirus Is Uneven: It Depends on Where You Live,Health officials from Massachusetts to Ohio say the federal guidance isn’t keeping up with the spread; many different definitions of self-quarantine
3/4/20,U.S. Forces Strike Taliban in Response to Attacks on Afghan Troops,Airstrike is latest indication that agreement signed over the weekend is at risk
3/4/20,U.S. Stocks Jump as Markets Weigh Biden Wins,Health-care shares led by Anthem and UnitedHealth rise; bond yields hover near record lows
3/4/20,Census Bureau Draws 2.6 Million Applicants for Temporary Jobs,"Bureau seeks to fill 500,00 positions to help conduct once-in-a-decade count "
3/4/20,U.S.-Taliban Deal Comes Under Pressure Amid Military Action,"U.S. troops will begin leaving this week, but key parts of the agreement between the Trump administration and Afghan insurgents are in question"
3/4/20,Uber Ruling in France Boosts Gig Workers’ Rights,The decision appears to be the first from a top court that contradicts Uber’s contention its drivers are independent contractors
3/4/20,Coronavirus Could Affect How Companies Forecast Credit Losses,The outbreak could complicate businesses’ efforts to comply with a new accounting standard 
3/4/20,Uncertainty Mounts as Key Surveillance Powers Near Expiration,Intelligence officials warn about risks to national security if surveillance tools are allowed to expire
3/4/20,Elliott Reaches Truce in Long Battle Over Hong Kong Bank,Bank of East Asia is assessing whether it can sell assets or otherwise improve its business
3/4/20,Russia Opposes Saudi Plan for Drastic Oil Cuts,OPEC and its chief oil market ally remain far apart on a possible response to coronavirus. 
3/4/20,Lawsuits Accuse Big Hotel Chains of Allowing Sex Trafficking,"Dozens of women say Hilton, Marriott, Wyndham and others turned a blind eye to organized prostitution at their establishments "
3/4/20,Imagine a Middle Seat You’d Actually Pay For,Airlines are experimenting with seats that are wider than those on the window or aisle—with an eye on charging a premium for them
3/4/20,"In Boston, Money Managers Fire Shot at Wall Street Brokers",Investor conference next week will cut banks out of a lucrative role 
3/4/20,Supreme Court Justices Voice Clashing Views as They Weigh Louisiana Abortion Law,Statute requires doctors performing procedure to hold admitting privileges at a hospital no more than 30 miles away
3/4/20,Netanyahu Falls Short of Majority as Israel Again Faces Electoral Deadlock,"Prime minister’s right-wing bloc won biggest share of votes, making it likely he will get first chance to form a government "
3/4/20,‘The New Kale’: Cauliflower Becomes a Bestseller,
3/4/20,Lego Commits to China Expansion as Revenue Climbs,The toy maker said it will open new stores in China after seeing double-digit sales growth in the country
3/4/20,China’s Biggest Shipyard Raises $718 Million to Ease Coronavirus Impact,State-owned companies are accessing “coronavirus bonds” with preferential rates
3/4/20,Wealthy Millennial Home Buyers Are Trading Sleepy Suburbs for Smaller Houses and Shorter Commutes,
3/4/20,Campbell Raises Earnings Outlook,Food maker posts better-than-expected results for latest quarter
3/4/20,"Coronavirus Spreads in California, New York State as U.S. Death Toll Rises to 11",U.S. deaths from the coronavirus grew with California announcing its first fatality linked to the viral infection.
3/4/20,Analysis: Why the Fed Is Likely to Cut Again,The reasons the central bank reduced rates Tuesday help explain why another rate cut is probably on the way
3/4/20,Fiat’s U.S. Sales Chief Leaving Auto Maker,Reid Bigland is departing as the Italian-American company pursues a merger with France’s PSA Group 
3/4/20,Campbell Expects Higher Sales From Soup Stockpiling,Coronavirus epidemic is a further boost to demand after a strong quarter for the food maker
3/4/20,Refugees Stream Across Turkey in Bid to Enter EU; a Baby in an Isotherm Bag,
3/4/20,Here’s Why Health Experts Want to Stop Daylight-Saving Time,Research shows the annual shift disrupts sleep and leads to a higher immediate risk of heart attacks and strokes
3/4/20,"Coronavirus Spreads in California, New York State","New cases of the coronavirus emerged on both U.S. coasts Wednesday, with at least nine new diagnoses reported in California and four in New York state.  "
3/4/20,Are Those Screens That ‘Suggest’ 30% Tips Too Pushy?,"Tablet-based checkouts in coffee shops make it easy to add a gratuity, but many people feel manipulated into giving too much"
3/4/20,Top Colleges in the Midwest for Student Engagement,Dordt University is No. 1 in the region and nationwide in this category of the WSJ/THE College Rankings
3/4/20,Hong Kong Probes Bombings as Protest Focus Turns to Virus Response,"New tactic, an escalation of last year’s demonstrations, is believed tied to government’s response to coronavirus "
3/4/20,Marvel’s Next Superhero Idea Focuses on…Brexit,
3/4/20,Wealthy Millennial Home Buyers are Trading Sleepy Suburbs for Smaller Houses and Shorter Commutes,
3/4/20,"Sanofi, Fighting Back in Insulin Price Debate, Says Its Net Prices Fell 11%","Politicians have called price increases egregious, while large insulin makers have become prime targets for criticism in the presidential race"
3/4/20,"Refugees Stream Across Turkey, Trying to Enter the EU",
3/4/20,"New York Condo Developers Have 31,000 Reasons to Smile","The world produced approximately 31,000 ultra-wealthy individuals—or those with a net worth of $30 million or more—in 2019"
3/4/20,Joe Biden Surges by Expanding the Democratic Electorate,
3/4/20,Former Risk Officer at U.S. Bank Fined for Weak Anti-Money Laundering Oversight,"Michael LaFontaine ignored internal warnings about the bank’s transaction-monitoring software, according to the Financial Crimes Enforcement Network
		
			"
3/4/20,Pentagon Linguist Charged With Providing Secrets to Individual Tied to Hezbollah,"Information shared by linguist included real names of individuals spying for the U.S., Justice Department says"
3/4/20,"In the Series ‘Devs,’ a Sci-Fi Muse Tackles a Tech Drama",
3/4/20,This Colorado Couple Modeled Their $37 Million Mansion After a 16th Century English Manor,
3/4/20,Working from Home Because of Coronavirus? These Are Your Tech Fixes,
3/4/20,Coronavirus Spreads in Washington State as Amazon Worker Tests Positive,China reports the lowest number of new cases since Jan. 21; U.S. cases grow to 128
3/4/20,Coronavirus Sparks Business-Tech Deployments,"Facing disruptions, companies green light new projects, most tied to remote work"
3/4/20,France Uber Ruling Puts Gig Workers’ Rights in Focus,Wednesday ruling is first top court decision that asserts drivers for ride-hailing app can be classified as employees
3/4/20,"United Airlines Cuts U.S., International Flights Due to Coronavirus","Air carrier slicing domestic flying by 10%, international by 20% in April"
3/4/20,Imagine a Middle Seat You’d Actually Pay ForImagine a Middle Seat You’d Actually Pay For,Airlines are experimenting with seats that are wider than those on the window or aisle—with an eye on charging a premium for themAirlines are experimenting with seats that are wider than those on the window or aisle—with an eye on charging a premium for them
3/4/20,Elizabeth Warren Plots Next Move After Disappointing Super Tuesday,Senator now trails the front-runners by hundreds of delegates to the party’s convention in Milwaukee 
3/4/20,Working From Home Because of Coronavirus? These Are Your Tech Fixes.,
3/4/20,"Stocks Jump on Virus Spending, Biden Wins",Health-care shares led by Anthem and UnitedHealth rise; bond yields hover near record lows
3/4/20,"China’s Workers Suffer Layoffs, Slashed Pay and Shutdowns as Coronavirus Batters Businesses",
3/4/20,Rescue Teams Comb Rubble Day After Tennessee Tornadoes,Hard-hit Putnam County reports 18 people still missing 
3/4/20,Can’t Code? You Can Still Make Your Own Apps,A growing number of companies and professionals are using tools that allow users to easily build custom apps for work
3/4/20,SEC Provides Filing Extension to Companies Affected by Coronavirus,"Executives must explain in reports why their companies need the relief, the SEC says "
3/5/20,U.S. Rebukes International Court Over Afghanistan War Crimes Probe,"Washington, which doesn’t recognize the court’s jurisdiction, has long censured the prosecutor’s pursuit of an investigation"
3/5/20,Insurance Magnate Greg Lindberg Found Guilty on Bribery Charges,Judge ordered Lindberg to wear an electronic monitoring device while he awaits sentencing
3/5/20,HP Rejects Xerox’s Raised Takeover Offer,Company says a combination would disproportionately benefit Xerox shareholders
3/5/20,U.S. Stocks Fall as Anxiety About Virus Fallout Returns,"Yield on 10-year Treasury note remains below 1%, signaling investors’ concerns about growth"
