publish_date,headline,description
2020-03-04,France Uber Ruling Puts Gig Workers’ Rights in Focus,Wednesday ruling is first top court decision that asserts drivers for ride-hailing app can be classified as employees
2020-03-04,Coronavirus Sparks Business-Tech Deployments,"Facing disruptions, companies green light new projects, most tied to remote work"
2020-03-04,"New York Condo Developers Have 31,000 Reasons to Smile","The world produced approximately 31,000 ultra-wealthy individuals—or those with a net worth of $30 million or more—in 2019"
2020-03-04,"China’s Workers Suffer Layoffs, Slashed Pay and Shutdowns as Coronavirus Batters Businesses",
2020-03-05,Some of Boston’s Priciest Real Estate Is Sinking Into the Earth,
2020-03-05,Stocks Close Sharply Lower as Anxiety About Virus Returns,"Yield on 10-year Treasury note remains below 1%, signaling investors’ concerns about growth"
2020-03-05,Chip Maker NXP Nominates Its Next Chief Executive,"Kurt Sievers, the company’s president, would succeed Rick Clemmer as CEO "
2020-03-05,HP Rejects Xerox’s Raised Takeover Offer,Company says a combination would disproportionately benefit Xerox shareholders
2020-03-05,What Office Life Might Look Like in the Year 2030,"Glimpses of the future include working commutes, smarter elevators, robot assistants, flexible floor plans and maybe even productive meetings"
2020-03-05,NYPD Officials Say New Bail Law Is Leading to a Crime Increase,New York City recorded a rise in overall crime in January and February 
2020-03-05,Former UAW President Charged With Conspiring to Embezzle Union Funds,"Gary Jones used the money to pay for trips, liquor, other luxuries, prosecutors allege"
2020-03-05,The Power of Personal Metrics at Work,
2020-03-05,"Activist Investors Macellum, Ancora Take More Than 10% Stake in Big Lots","The two funds have nominated nine directors, which, if all elected, would replace the entire board of the discount retailer"
2020-03-05,Coronavirus Fallout Poses Challenges for Most Vulnerable U.S. Retailers,"Neiman Marcus, Jo-Ann Stores and other retailers depend on Chinese manufacturers for inventory"
2020-03-05,"Judge Questions Barr’s Handling of Mueller Report, to Review Unreleased Portions",Federal judge says attorney general aimed to create ‘a one-sided narrative’ about the report
2020-03-05,Everyone Wanted to Touch the Orb. Then It Was Gone.,"Glowing globe displayed during a presidential visit to Saudi Arabia captured imaginations, then disappeared"
2020-03-05,"Putin, Erdogan Agree to Cease-Fire in Syria",Fighting in the northwest has triggered a humanitarian disaster and brought Russia and Turkey closer to war 
2020-03-05,Schools Shut in Seattle Area as Coronavirus Spreads,"New York, Illinois and other states report new cases as tech companies in Seattle urge employees to work from home"
2020-03-05,U.S. Stocks Fall as Anxiety About Virus Fallout Returns,"Yield on 10-year Treasury note remains below 1%, signaling investors’ concerns about growth"
2020-03-05,Rare World Trade Center Blueprints Are Up for Sale,"The documents, which carry a six-figure price tag, had been found in the trash"
2020-03-05,Trump Administration to Send 500 ICE Agents to Aid Sanctuary City Arrests,Move follows deployment of 100 Customs and Border Protection personnel to support operation targeting illegal immigrants
2020-03-05,The Knicks Let Spike Lee Walk Out the Door,A standoff with a loyal customer is the latest signal of a tormented franchise that can’t seem to get it right
2020-03-05,‘Sometimes They’re Angry With Us and That’s OK’: Boeing and 737 MAX Families Form Painful Partnership,"Grieving survivors of the 157 dead in Ethiopia crash want to commemorate the site, putting them in a difficult partnership with airline and plane maker   "
2020-03-05,Treasury Yields Hit New Lows as Virus Impact Spreads,Stock indexes in Asia followed U.S. shares lower
2020-03-05,Coronavirus Containment Is ‘Unlikely Outcome’ as Spread Grows World-Wide,"New York, Tennessee announce new cases as Seattle tech companies urge employees to work from home"
2020-03-05,The Tech Habits of Co-Workers That Drive Us Crazy,"When it comes to using technology, people can be really annoying. And sometimes those people are us."
2020-03-05,"UBS Exits Arctic Oil, Coal Mines and Tar Sands Projects","The Swiss bank said it would no longer finance new offshore-oil projects in the Arctic, thermal coal mines or oil sands on undeveloped land "
2020-03-05,"One Year After Boeing 737 Max Crash in Ethiopia, Families’ Patience Is Tested","Grieving survivors of the 157 dead want to mark the site with a memorial, putting them in a difficult partnership with airline and plane maker   "
2020-03-05,The New Way Online Daters Can Weed Out the Duds,Dating apps are adding video chat to let you screen potential suitors—but is this new layer saving you time and effort or just killing the chemistry?
2020-03-05,‘Sometimes They’re Angry With Us and That’s OK’: Boeing Tries to Win Over Families of 737 MAX Tragedy,"Grieving survivors of the 157 dead in Ethiopia crash want to commemorate the site, putting them in a difficult partnership with airline and plane maker   "
2020-03-05,"Mortgage Rates Hit Record Low, but Coronavirus May Deter Buyers",The average rate on a 30-year fixed-rate mortgage fell to 3.29%
2020-03-05,U.S. Rebukes International Court Over Afghanistan War Crimes Probe,"Washington, which doesn’t recognize the court’s jurisdiction, has long censured the prosecutor’s pursuit of an investigation"
2020-03-05,"CFOs Look to Boost Cash Holdings, Cut Costs Amid Coronavirus Outbreak","Finance executives assess forecasts, funds and scenarios as the virus spreads"
2020-03-05,Insurance Magnate Greg Lindberg Found Guilty on Bribery Charges,Judge ordered Lindberg to wear an electronic monitoring device while he awaits sentencing
2020-03-05,A Manhattan Living Room That’s Twice as Nice,"A designer helped convince his client to trade up for a “better” apartment across the street. Fortunately, his plan for a $318,000 living/dining area worked out for both spaces"
2020-03-05,Cities Built by Royal Command,"From ancient Egypt to modern Russia, rulers have tried to build new capitals from the ground up."
2020-03-05,"Kraft, Mondelez to End Fight With Regulator Over Manipulation Claims","The deal, if approved by a federal judge, would resolve an unusual legal standoff over the CFTC’s comments about an earlier settlement"
2020-03-05,Hemp Suppliers at Odds With Hazy Regulations,Authorities have seized truckloads of crops they mistook for marijuana 
2020-03-05,‘Infodemic’: When Unreliable Information Spreads Far and Wide,The shorthand term was coined during the SARS outbreak and is back for the new coronavirus
2020-03-05,Schumer Says He Regrets Supreme Court Comments,"Senate minority leader says ‘I shouldn’t have used the words I did, but in no way was I making a threat’"
2020-03-05,Court That Blocked ‘Remain in Mexico’ Policy Allows Trump Plan to Continue for Now,"Appeals court to narrow its ruling, blocking policy of returning immigrants at the border in Arizona and California"
2020-03-05,"Trump Administration to Make 35,000 Additional Seasonal Worker H-2B Visas Available","Of the total visas available, 10,000 will be reserved for people from Guatemala, Honduras and El Salvador "
2020-03-05,"Jack Creighton Led Weyerhaeuser, United Airlines Through Crises",Former CEO won plaudits as a conciliator 
2020-03-05,Coronavirus Snarls Trans-Pacific Shipping and Ripples Through U.S. Business,"There are few China-bound vessels and an imbalance in shipping containers, especially the refrigerated ones used for farm products; ‘It’s cutthroat’"
2020-03-05,How 5G Will Transform the Factory Floor,"Wearable devices, augmented-reality technology and equipment designed to run unattended are among the technologies saving manufacturers time and money"
2020-03-05,India Allows Kashmiris on Social Media for First Time in Months,Government temporarily lifts restrictions imposed to mute potential tumult in disputed region
2020-03-05,"U.S. Blacklists Nicaraguan National Police, Commissioners for Alleged Human Rights Abuses",The U.S. said the Nicaraguan law enforcement entity used live ammunition against protesters
2020-03-05,Elizabeth Warren Drops Out of Presidential Race,Liberal Massachusetts senator is ending her run for Democratic nomination after a weak showing on Super Tuesday
2020-03-05,The Mirror That Shakespeare Holds Up to America,"John Quincy Adams was a famed abolitionist, but his strong aversion to racial mixing came out in his reaction to ‘Othello’"
2020-03-05,Music Labels Need to Get Their IPO Timing Right,"Warner Music is pressing pause on its listing plans as markets turn volatile, but should keep the delay short "
2020-03-05,JPMorgan CEO Jamie Dimon Is Recovering After Emergency Heart Surgery,"Co-Presidents Daniel Pinto, Gordon Smith are running bank while Dimon recuperates"
2020-03-05,‘First Cow’ Review: Making Magic From Milk,Kelly Reichardt’s latest feature finds friendship and entrepreneurship on the frontier.
2020-03-05,"Elizabeth Warren’s Exit Spurs Biden, Sanders to Vie for Her Voters","Backers of Massachusetts progressive split their second-choice picks between Vermont senator, former vice president in earlier polling"
2020-03-05,Wearable Devices Take Ergonomics to a New High-Tech Place,The technology—which uses sensors to let warehouse workers know when their posture is off—could reduce injuries from repetitive tasks
2020-03-05,"No Place to Hide: Colleges Track Students, Everywhere","Schools use tech to follow students online, on the quad and in the football stadium"
2020-03-05,"Kroger Reports Higher Sales, Profit as Grocers Prepare for Coronavirus",Company says financial forecast for its current fiscal year doesn’t ‘include any potential impact related to the coronavirus’
2020-03-05,Gap Chooses Insider to Take Over as CEO,"Sonia Syngal, head of Old Navy, to run struggling apparel giant"
2020-03-05,Former Google Self-Driving Engineer Files for Bankruptcy,Anthony Levandowski cites a $179 million legal judgment in dispute that involved Uber
2020-03-05,The Many Ways College Students May Be Tracked on Campus,Technology allows universities to keep tabs on where students are and how they are doing
2020-03-05,The Best Ways to Introduce New Technology in the Workplace,Doing it wrong can leave employees angry and alienated. Here’s what companies need to keep in mind
2020-03-05,"After Losing Cargo Ship to U.S., North Korea Found Another in Vietnam",
